manuscript_id,event_type,event_class,date,place,actor,has_temporal_info,has_spatial_info
"""990001827620205171""",produced,E7_Activity,,מאתר דור עמר מן בלאד ס[נח?]אן,,False,True
"""990001827620205171""",sale location,E7_Activity,,מתא [...] [ש]עוב אלאעלא,,False,True
"""990000767700205171""",manuscript production,E7_Activity,טו אב,,,True,False
"""990000767700205171""",produced,E7_Activity,,בעיר גדול,,False,True
"""990001399370205171""",manuscript production,E7_Activity,1652,,,True,False
"""990001775480205171""",manuscript production,E7_Activity,1653,,,True,False
"""990000829170205171""",manuscript production,E7_Activity,5519,,,True,False
"""990000829170205171""",active,E7_Activity,,קורטובה,,False,True
"""990001625330205171""",manuscript production,E7_Activity,1347,,,True,False
"""990026973440205171""",publication,E7_Activity,תטז,,,True,False
"""990026973440205171""",published,E7_Activity,,דמשק,,False,True
"""990000696290205171""",manuscript production,E7_Activity,"אתתקל""ד",,,True,False
"""990001761840205171""",manuscript production,E7_Activity,1670,,,True,False
"""990001831070205171""",manuscript production,E7_Activity,5455,,,True,False
"""990001831070205171""",active,E7_Activity,,מילייאב,,False,True
"""990000463570205171""",manuscript production,E7_Activity,"ת""ם לפ""ק",,,True,False
"""990000463570205171""",acquired,E7_Activity,,ירושלים,,False,True
"""990001901770205171""",manuscript production,E7_Activity,"א'תתקס""ב",,,True,False
"""990001901770205171""",manuscript production,E7_Activity,"א'תתקס""ב",,,True,False
"""990001901770205171""",produced,E7_Activity,,מדינת עמראן,,False,True
"""990001121720205171""",manuscript production,E7_Activity,1662,,,True,False
"""990001121720205171""",cataloging,E7_Activity,1663,,,True,False
"""990000463550205171""",manuscript production,E7_Activity,שפט,,,True,False
"""990000463550205171""",publication,E7_Activity,"תשס""ח",,,True,False
"""990000463550205171""",resided,E7_Activity,,פרנקפורט דמיין,,False,True
"""990000463550205171""",published,E7_Activity,,ירושלים,,False,True
"""990036191450205171""",purchase,E7_Activity,1662,,,True,False
"""990036191450205171""",manuscript production,E7_Activity,א'תתקעג,,,True,False
"""990036191450205171""",resided,E7_Activity,,קרית סדם,,False,True
"""990036191450205171""",owned,E7_Activity,,ניו יורק,,False,True
"""990001022440205171""",manuscript production,E7_Activity,"שצ""ז",,,True,False
"""990001022440205171""",produced,E7_Activity,,קאליי,,False,True
"""990001022440205171""",owned,E7_Activity,,קאלי,,False,True
"""990025934540205171""",manuscript production,E7_Activity,ש'ע'ז',,,True,False
"""990025934540205171""",produced,E7_Activity,,קרית פירארה,,False,True
"""990025934540205171""",commissioned for owner from,E7_Activity,,בריסילו,,False,True
"""990001376840205171""",manuscript production,E7_Activity,תכג,,,True,False
"""990001376840205171""",produced,E7_Activity,,בלאא כהר,,False,True
"""990000913260205171""",unclassified,E7_Activity,,הילדסום,,False,True
"""990000913260205171""",unclassified,E7_Activity,,פראג,,False,True
"""990000885660205171""",unclassified,E7_Activity,,טיסמניצה,,False,True
"""990000885660205171""",unclassified,E7_Activity,,אוקריינא,,False,True
"""990000885660205171""",unclassified,E7_Activity,,קליווא,,False,True
"""990000885660205171""",unclassified,E7_Activity,,פפאלץ,,False,True
"""990000885660205171""",unclassified,E7_Activity,,פינטשב,,False,True
"""990000885660205171""",unclassified,E7_Activity,,לונדון,,False,True
"""990035802410205171""",manuscript production,E7_Activity,אתתקל,,,True,False
"""990035802410205171""",return,E7_Activity,10.08.1964,,,True,False
"""990035802410205171""",produced,E7_Activity,,כפר אלאעדאן,,False,True
"""990035802410205171""",owned,E7_Activity,,ירושלים,,False,True
"""990027840460205171""",publication,E7_Activity,"תשס""ח",,,True,False
"""990027840460205171""",printing,E7_Activity,"תקמ""ב",,,True,False
"""990027840460205171""",publication,E7_Activity,"תש""ע",,,True,False
"""990027840460205171""",printing,E7_Activity,"תשי""ט",,,True,False
"""990027840460205171""",death,E7_Activity,"ת""ה",,,True,False
"""990027840460205171""",manuscript production,E7_Activity,"הי""ח-י""ט",,,True,False
"""990027840460205171""",manuscript production,E7_Activity,"י""ח-י""ט",,,True,False
"""990027840460205171""",published,E7_Activity,,ירושלים,,False,True
"""990027840460205171""",printed,E7_Activity,,קאראץ,,False,True
"""990027840460205171""",published,E7_Activity,,ירושלים,,False,True
"""990027840460205171""",printed,E7_Activity,,ירושלים,,False,True
"""990027840460205171""",active,E7_Activity,,ירושלים,,False,True
"""990027840460205171""",active,E7_Activity,,חברון,,False,True
"""990027840460205171""",owned,E7_Activity,,ראדאמסק,,False,True
"""990027840460205171""",owned,E7_Activity,,ראבינווצר,,False,True
"""990001238680205171""",manuscript production,E7_Activity,5454,,,True,False
"""990000831830205171""",manuscript production,E7_Activity,"תמ""ז",,,True,False
"""990000831830205171""",document issuance,E7_Activity,"שע""ה",,,True,False
"""990000831830205171""",document issuance,E7_Activity,"שפ""ד",,,True,False
"""990000831830205171""",produced,E7_Activity,,בוסיטו,,False,True
"""990000831830205171""",produced,E7_Activity,,מנטובה,,False,True
"""990000831830205171""",produced,E7_Activity,,מנטובה,,False,True
"""990000831830205171""",resided,E7_Activity,,פורלי,,False,True
"""990001022860205171""",manuscript production,E7_Activity,אתתקנו,,,True,False
"""990001022860205171""",acquisition,E7_Activity,1676,,,True,False
"""990001022860205171""",produced,E7_Activity,,בלאד סנחאן,,False,True
"""990001510630205171""",manuscript production,E7_Activity,5435,,,True,False
"""990001510630205171""",birth,E7_Activity,1698-1707,,,True,False
"""990001510630205171""",purchase,E7_Activity,17,,,True,False
"""990001510630205171""",acquisition,E7_Activity,1905,,,True,False
"""990001510630205171""",produced,E7_Activity,,לשלאה דויניזו ממחוז אויגניון,,False,True
"""990001510630205171""",active,E7_Activity,,מודינה,,False,True
"""990001510630205171""",owned,E7_Activity,,CINGOLI,,False,True
"""990000559760205171""",manuscript production,E7_Activity,"ת""י",,,True,False
"""990000559760205171""",owned,E7_Activity,,פירנצה-לורנציאנה,,False,True
"""990032575610205171""",manuscript production,E7_Activity,1690,,,True,False
"""990032575610205171""",produced,E7_Activity,,Amsterdam,,False,True
"""990001326670205171""",unclassified,E7_Activity,1618,,,True,False
"""990001326670205171""",unclassified,E7_Activity,1618,,,True,False
"""990001248200205171""",manuscript production,E7_Activity,5459,,,True,False
"""990001248200205171""",manuscript production,E7_Activity,"תנ""ט",,,True,False
"""990001248200205171""",produced,E7_Activity,,ANCONA,,False,True
"""990001855990205171""",manuscript production,E7_Activity,שנת חמשת אלפים ארבע מאות שלשה ושלים ליצירה,,,True,False
"""990001855990205171""",prayer composition,E7_Activity,"תרע""ז",,,True,False
"""990001855990205171""",resided,E7_Activity,,לישלאה דיווניצו,,False,True
"""990001855990205171""",origin of captives,E7_Activity,,באליציען,,False,True
"""990001855990205171""",origin of captives,E7_Activity,,בוקאווינא,,False,True
"""990001855990205171""",origin of captives,E7_Activity,,עסטרייך,,False,True
"""990001855990205171""",origin of captives,E7_Activity,,אונגארין,,False,True
"""990001855990205171""",captivity location,E7_Activity,,איטאליא,,False,True
"""990001855990205171""",residence of captives,E7_Activity,,פאססאנו,,False,True
"""990001855990205171""",mentioned,E7_Activity,,פוצאנו,,False,True
"""990000568160205171""",calendar coverage,E7_Activity,"ת""ט-תל""ד",,,True,False
"""990000828230205171""",manuscript production,E7_Activity,5361,,,True,False
"""990000828230205171""",active period,E7_Activity,שנג-שפז,,,True,False
"""990000828230205171""",produced,E7_Activity,,פירארא,,False,True
"""990000828230205171""",owned,E7_Activity,,בודפשט,,False,True
"""990001209890205171""",manuscript production,E7_Activity,אתתקי,,,True,False
"""990001022880205171""",manuscript production,E7_Activity,אתתקסח,,,True,False
"""990001022880205171""",produced,E7_Activity,,אלאסי,,False,True
"""990001022880205171""",produced,E7_Activity,,אלאשרסי,,False,True
"""990000788440205171""",publication,E7_Activity,"תש""ל",,,True,False
"""990000788440205171""",published,E7_Activity,,ירושלים,,False,True
"""990001065130205171""",manuscript production,E7_Activity,חמשה לחדש תשרי שנת חמשת אלפים ארבע מאות וששים לבריאת עולם,,,True,False
"""990001065130205171""",produced,E7_Activity,,אויגניון,,False,True
"""990001065130205171""",custom of,E7_Activity,,קרפנטרץ,,False,True
"""990001800810205171""",manuscript production,E7_Activity,"תכ""ב",,,True,False
"""990001800810205171""",acquisition,E7_Activity,168,,,True,False
"""990001800810205171""",produced,E7_Activity,,פירארה,,False,True
"""990001800810205171""",active,E7_Activity,,מונציליסי,,False,True
"""990001800810205171""",acquired,E7_Activity,,ירושלים,,False,True
"""990001876060205171""",current location,E7_Activity,,לא ידוע,,False,True
"""990001709250205171""",printing,E7_Activity,"תמ""ה",,,True,False
"""990001709250205171""",printed,E7_Activity,,זולצבך,,False,True
"""990001709250205171""",resided,E7_Activity,,פירדא,,False,True
"""990001124870205171""",work creation,E7_Activity,5419,,,True,False
"""990001124870205171""",additions,E7_Activity,תלה-תלו,,,True,False
"""990001124870205171""",death,E7_Activity,תכט,,,True,False
"""990001124870205171""",manuscript production,E7_Activity,תכטי,,,True,False
"""990001124870205171""",death location,E7_Activity,,מצרים,,False,True
"""990001124870205171""",active,E7_Activity,,שאלוניקי,,False,True
"""990001124870205171""",active,E7_Activity,,קוסטנטינה,,False,True
"""990001085960205171""",manuscript production,E7_Activity,"תכ""ו",,,True,False
"""990001085960205171""",produced,E7_Activity,,ריגיו,,False,True
"""990035044030205171""",unclassified,E7_Activity,,ניו-יורק,,False,True
"""990035044030205171""",unclassified,E7_Activity,,לונדון,,False,True
"""990035044030205171""",unclassified,E7_Activity,,בודפשט,,False,True
"""990035044030205171""",unclassified,E7_Activity,,אנקונה,,False,True
"""990000738230205171""",manuscript production,E7_Activity,"שע""ד",,,True,False
"""990000738230205171""",censoring,E7_Activity,1618,,,True,False
"""990000738230205171""",produced,E7_Activity,,גווסטאלה,,False,True
"""990001642250205171""",manuscript production,E7_Activity,1364,,,True,False
"""990000825080205171""",manuscript production,E7_Activity,5436,,,True,False
"""990000825080205171""",ownership transfer,E7_Activity,5595,,,True,False
"""990000825080205171""",ownership transfer,E7_Activity,5596,,,True,False
"""990000825080205171""",acquisition,E7_Activity,5587,,,True,False
"""990000825080205171""",sale,E7_Activity,5600,,,True,False
"""990000825080205171""",produced,E7_Activity,,עיר חדש,,False,True
"""990000825080205171""",active,E7_Activity,,טטרית,,False,True
"""990000667860205171""",manuscript production,E7_Activity,"שצ""ו",,,True,False
"""990000667860205171""",manuscript production,E7_Activity,"שצ""ו",,,True,False
"""990000667860205171""",death,E7_Activity,"שצ""ו",,,True,False
"""990000667860205171""",written,E7_Activity,,קצנטינא,,False,True
"""990000667860205171""",owned,E7_Activity,,פירארה,,False,True
"""990000667860205171""",owned,E7_Activity,,לונדון,,False,True
"""990000563980205171""",manuscript production,E7_Activity,1670,,,True,False
"""990001022280205171""",manuscript production,E7_Activity,"שס""ג",,,True,False
"""990001022280205171""",produced,E7_Activity,,ס' מריני,,False,True
"""990001022280205171""",resided,E7_Activity,,מסיניגאלייא,,False,True
"""990000798880205171""",manuscript production,E7_Activity,1635,,,True,False
"""990001911540205171""",manuscript production,E7_Activity,"התמ""ז",,,True,False
"""990001911540205171""",manuscript production,E7_Activity,"התמ""ז",,,True,False
"""990001911540205171""",produced,E7_Activity,,ריגייו,,False,True
"""990000584490205171""",manuscript production,E7_Activity,שנת ו'ל'ש'מ'ח'ה' לפ''ק [=שפ''ט],,,True,False
"""990001402040205171""",manuscript production,E7_Activity,1368,,,True,False
"""990001402040205171""",produced,E7_Activity,,דמייא,,False,True
"""990001361140205171""",manuscript production,E7_Activity,"א'תתקנ""ו",,,True,False
"""990001361140205171""",manuscript production,E7_Activity,"ת""ה",,,True,False
"""990001361140205171""",acquisition,E7_Activity,"תקנ""א",,,True,False
"""990001361140205171""",divorce,E7_Activity,"תרנ""ה",,,True,False
"""990001361140205171""",addition,E7_Activity,"תרע""ה",,,True,False
"""990001361140205171""",calendar end,E7_Activity,"תרפ""ב",,,True,False
"""990001361140205171""",death,E7_Activity,"תרס""ו",,,True,False
"""990001361140205171""",death,E7_Activity,"תרס""ו",,,True,False
"""990001361140205171""",death,E7_Activity,"תרס""ו",,,True,False
"""990001361140205171""",calendar end,E7_Activity,"תק""י",,,True,False
"""990001361140205171""",produced,E7_Activity,,מאתא דאר עמר,,False,True
"""990000632200205171""",manuscript production,E7_Activity,"התל""א",,,True,False
"""990000632200205171""",manuscript production,E7_Activity,"התל""ה",,,True,False
"""990001878130205171""",manuscript production,E7_Activity,1607,,,True,False
"""990000634000205171""",manuscript production,E7_Activity,תנה ליצירה,,,True,False
"""990000634000205171""",written,E7_Activity,,מאתא אלצ'בירה,,False,True
"""990000634000205171""",produced,E7_Activity,,מאתא חנאהב,,False,True
"""990000634000205171""",active,E7_Activity,,תימן,,False,True
"""990000666370205171""",manuscript production,E7_Activity,"שפ""ג",,,True,False
"""990000666370205171""",manuscript production,E7_Activity,"שפ""א",,,True,False
"""990000666370205171""",work creation,E7_Activity,1417,,,True,False
"""990000666370205171""",produced,E7_Activity,,מנטובה,,False,True
"""990000666370205171""",owned,E7_Activity,,אופנהים,,False,True
"""990001679060205171""",manuscript production,E7_Activity,ת'ב'נ'ה',,,True,False
"""990001679060205171""",written,E7_Activity,,"ק""ק בגדאד",,False,True
"""990000653720205171""",manuscript production,E7_Activity,כו לחדש טבת,,,True,False
"""990000653720205171""",produced,E7_Activity,,מפראג,,False,True
"""990001189730205171""",manuscript production,E7_Activity,"תמ""ז",,,True,False
"""990001189730205171""",active,E7_Activity,,עלקטיעי,,False,True
"""990001189730205171""",active,E7_Activity,,עראקי,,False,True
"""990001189730205171""",active,E7_Activity,,עלקראי,,False,True
"""990001022920205171""",manuscript production,E7_Activity,1349,,,True,False
"""990001022920205171""",produced,E7_Activity,,קרית דהשן אלקיון,,False,True
"""990001197830205171""",manuscript production,E7_Activity,"ה'תכ""א",,,True,False
"""990001197830205171""",purchase,E7_Activity,"ה'תר""ט",,,True,False
"""990001197830205171""",manuscript production,E7_Activity,"ה'תנ""ח",,,True,False
"""990001197830205171""",sale,E7_Activity,"תכ""ט",,,True,False
"""990001197830205171""",produced,E7_Activity,,פיסארו,,False,True
"""990001197830205171""",active,E7_Activity,,ירושלם,,False,True
"""990001197830205171""",resided,E7_Activity,,ריקאנאטי,,False,True
"""990001197830205171""",owned,E7_Activity,,תל אביב,,False,True
"""990001983850205171""",manuscript production,E7_Activity,תמוז באמ''ת,,,True,False
"""990001983850205171""",death,E7_Activity,תל''א,,,True,False
"""990001983850205171""",death,E7_Activity,ה'תקי''ג,,,True,False
"""990001983850205171""",produced,E7_Activity,,קרפנטרץ,,False,True
"""990001003390205171""",manuscript production,E7_Activity,"תר""ח",,,True,False
"""990001252810205171""",manuscript production,E7_Activity,"תט""ו",,,True,False
"""990001039990205171""",manuscript production,E7_Activity,"ת""ן",,,True,False
"""990001039990205171""",cataloging,E7_Activity,1731,,,True,False
